"No.","Ticker","Company","Index","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Short Float","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
1762,"CODI","Compass Diversified Holdings","RUT","Industrials","Conglomerates","USA",1606.81,,8.90,,0.78,1.78,23.50,,11.96,0.90,1.00,4.71%,,-2.41,0.54,3.31%,12.72%,-27.20%,9.48%,9.83%,3.52%,-11.62%,2059.37,-178.54,5.96%,-1.37%,75.27,66.42,88.24%,12.20%,-3.31%,57.34%,4.72%,1.52%,4.75,1.01,-4.29%,-13.72%,-5.76%,4.18,1.65,1.55,1.60,39.96%,9.61%,-8.67%,0.00%,-0.02%,-0.02%,0.04%,0.05%,0.11%,0.33%,0.54%,0.83%,1.63%,0.43%,-0.23%,-11.50%,-5.14%,16.26%,-5.39%,1.65,0.42,1.59%,1.82%,-1.41%,-0.00%,-4.73%,-5.05%,7.49%,-15.28%,25.83%,-36.23%,217.70%,47.86,7/31/2024 4:30:00 PM,5/11/2006,Yes,Yes,3739,0.57%,1.05%,1.50,213.20,0.55,60020,710,28.67,20.90,21.12,21.25,20.96,21.24,1.63%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,"CODX","Co-Diagnostics Inc","-","Healthcare","Medical Devices","USA",40.50,,,,6.30,0.56,0.90,,2.27,1.41,,,,-1.24,-0.33,-2.16%,8.13%,-19.10%,,6977.54%,-18.56%,17.71%,6.43,-37.57,26.47%,564.20%,31.26,30.19,96.58%,5.40%,0.00%,15.12%,5.28%,0.68%,0.83,0.21,-38.83%,-42.73%,-50.70%,9.09,8.81,0.02,0.04,23.00%,-644.42%,-584.65%,0.00%,0.00%,1.10%,1.10%,1.53%,1.53%,0.00%,-0.46%,-1.92%,-5.99%,-3.86%,-1.62%,-1.62%,8.47%,19.73%,-4.58%,-0.86,0.10,8.03%,6.70%,1.33%,-2.68%,2.67%,-43.09%,25.65%,-43.09%,26.91%,-95.90%,82.87%,49.31,8/8/2024 4:30:00 PM,7/12/2017,Yes,Yes,155,-5.99%,2.27%,3.00,247.00,0.36,45676,127,2.00,1.32,1.35,1.35,1.24,1.27,-3.86%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,"COE","51 Talk Online Education Group ADR","-","Consumer Defensive","Education & Training Services","Singapore",57.86,,,,1.61,,2.76,,-2.38,5.26,,,,-2.35,,,,26.59%,,370.55%,75.08%,57.75%,35.89,-13.45,,,3.99,3.33,83.46%,16.57%,0.00%,3.04%,2.56%,0.13%,0.29,0.00,-43.74%,-376.69%,,0.68,0.68,,,77.00%,-41.22%,-37.46%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.23%,0.24%,3.13%,1.93%,10.99%,-10.05%,4.32%,122.73%,68.21%,80.55%,-0.66,0.82,3.58%,5.57%,-4.18%,-0.37%,45.65%,-16.32%,22.47%,-26.58%,141.67%,-90.25%,376.97%,47.51,8/23/2024 8:30:00 AM,6/10/2016,No,Yes,310,1.93%,1.97%,1.00,14.63,0.16,1173,23,36.49,13.95,14.23,14.47,14.47,14.50,3.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,"COEP","Coeptis Therapeutics Holdings Inc","-","Healthcare","Biotechnology","USA",8.00,,,,,1.12,5.13,,0.18,0.04,,,,-0.51,,,,-311.69%,,-20.00%,,44.96%,0.00,-16.14,,,35.33,28.42,80.44%,28.89%,0.00%,4.20%,-45.03%,0.38%,0.44,0.11,-170.79%,-356.04%,-220.57%,0.55,0.55,0.03,0.25,,0.00%,,0.00%,0.00%,0.00%,0.00%,0.05%,-2.91%,-1.91%,-2.91%,2.51%,-3.80%,17.50%,10.92%,-31.38%,-45.92%,-83.60%,-74.47%,-0.90,0.01,8.85%,8.10%,13.76%,5.51%,-41.48%,-8.50%,32.43%,-85.50%,32.43%,-99.07%,32.43%,60.14,08/28/2024,12/17/2020,No,Yes,7,-2.39%,0.69%,1.00,244.50,1.98,245562,205,4.00,0.20,0.20,0.21,0.20,0.20,-1.72%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,"COF","Capital One Financial Corp.","S&P 500","Financial","Credit Services","USA",60868.48,14.99,10.45,0.30,1.17,1.05,,2.71,151.84,,2.42,1.52%,20.08%,10.63,3.76,3.28%,17.96%,0.22%,49.65%,9.35%,9.62%,-60.72%,52121.00,4075.00,-7.47%,-0.66%,380.39,376.75,99.04%,1.34%,-2.56%,91.98%,-0.39%,2.62%,4.23,9.86,0.91%,7.65%,3.87%,1.77,,0.81,0.83,,10.34%,7.82%,-0.18%,-0.16%,0.04%,0.11%,-0.05%,0.04%,0.42%,0.64%,0.97%,1.16%,6.62%,13.09%,6.64%,16.85%,67.44%,21.57%,1.45,3.86,2.06%,2.41%,5.90%,10.67%,13.81%,1.30%,24.31%,1.30%,80.66%,-10.42%,3359.20%,67.16,10/24/2024 4:30:00 PM,11/16/1994,Yes,Yes,51987,0.89%,0.89%,2.26,2333.68,0.84,997454,12603,165.00,156.61,158.00,159.78,155.83,159.40,1.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,"COFS","Choiceone Financial Services, Inc.","RUT","Financial","Banks - Regional","USA",278.39,10.41,7.83,,2.17,1.10,,6.22,28.32,,1.08,3.48%,37.40%,2.98,0.74,8.51%,29.74%,6.79%,,32.45%,25.42%,25.45%,128.49,22.64,14.47%,,8.96,8.21,91.63%,8.34%,7.93%,17.18%,13.18%,2.53%,6.52,0.21,0.89%,11.50%,4.92%,0.20,,1.15,1.15,,21.53%,17.62%,0.23%,0.23%,0.23%,0.23%,0.23%,0.23%,0.06%,-0.22%,0.39%,1.57%,6.33%,2.91%,9.46%,32.83%,86.38%,6.04%,0.64,0.75,2.11%,2.48%,2.26%,5.27%,14.17%,-3.69%,21.56%,-3.69%,96.12%,-8.62%,722.73%,60.84,7/25/2024 8:30:00 AM,5/29/2003,No,Yes,389,1.57%,0.33%,3.00,31.93,1.49,24186,409,27.00,30.49,30.59,31.14,30.79,31.07,1.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,"COGT","Cogent Biosciences Inc","RUT","Healthcare","Biotechnology","USA",1279.47,,,,,4.93,3.52,,2.37,3.32,,,,-2.48,-0.57,4.11%,0.98%,15.33%,,-6.78%,,-0.75%,0.00,-227.04,-5.92%,,86.12,86.06,99.93%,21.37%,0.00%,90.07%,15.18%,9.64%,9.81,8.30,-55.22%,-62.92%,-58.23%,9.25,9.25,0.04,0.05,,0.00%,,-0.34%,-0.27%,-0.26%,0.09%,-0.26%,-0.44%,-0.93%,0.32%,3.73%,3.17%,7.74%,8.04%,30.18%,80.96%,22.79%,98.81%,1.72,0.52,4.87%,4.39%,7.07%,12.82%,45.69%,-3.71%,41.01%,-3.71%,218.53%,-83.45%,890.68%,65.48,8/6/2024 8:30:00 AM,3/29/2018,Yes,Yes,164,2.90%,0.44%,1.36,846.10,0.39,166447,2933,16.45,11.31,11.36,11.81,11.22,11.69,3.36%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,"COHN","Cohen & Company Inc","-","Financial","Capital Markets","USA",16.71,3.43,,0.69,0.14,0.40,1.75,,21.35,4.91,1.00,11.67%,,2.49,,,,-9.58%,5.00%,4.35%,19.71%,66.12%,119.11,3.80,,,1.89,1.14,60.32%,41.64%,-1.22%,3.10%,2.86%,1.32%,1.85,0.02,0.45%,9.58%,4.90%,,,0.86,14.08,92.18%,29.30%,3.19%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.38%,-0.38%,-0.38%,-0.96%,0.85%,-0.38%,-1.89%,-0.15%,26.83%,25.62%,28.83%,1.18,0.34,2.51%,3.43%,0.50%,-0.48%,5.59%,-17.08%,18.20%,-33.17%,52.44%,-99.27%,222.99%,49.71,8/5/2024 8:30:00 AM,3/17/2004,No,Yes,118,0.85%,1.37%,,8.12,0.29,1215,23,,8.38,8.49,8.57,8.49,8.57,2.23%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,"COHR","Coherent Corp","-","Technology","Scientific & Technical Instruments","USA",15576.11,,23.45,,3.31,2.96,14.16,78.31,34.10,7.12,0.06,0.06%,,-1.85,0.61,73.88%,48.13%,,44.03%,31.76%,9.07%,66.05%,4707.73,-279.56,1.19%,3.00%,152.78,152.36,99.73%,1.33%,-4.99%,89.21%,2.12%,4.42%,2.60,6.74,-1.11%,-2.11%,-2.37%,2.72,1.77,0.56,0.57,31.86%,5.01%,-5.94%,0.10%,-0.01%,0.14%,0.20%,0.20%,0.13%,0.40%,0.33%,1.90%,-1.03%,3.07%,34.05%,33.05%,90.15%,208.30%,131.74%,1.66,3.95,3.61%,4.28%,8.32%,24.49%,54.87%,-5.28%,93.47%,-5.28%,252.46%,-5.28%,99223.08%,70.25,8/15/2024 4:30:00 PM,10/2/1987,Yes,Yes,26000,-1.97%,0.31%,1.55,2587.51,1.08,1416915,15147,90.00,102.58,102.90,103.28,98.07,100.88,-1.66%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,"COHU","Cohu, Inc.","RUT","Technology","Semiconductor Equipment & Materials","USA",1199.56,,23.71,,2.40,1.41,4.57,209.71,18.10,5.59,,,0.00%,-0.61,-0.06,-103.88%,1813.85%,,20.00%,9.51%,-38.02%,-252.36%,500.35,-28.52,47.64%,-0.40%,49.43,45.69,92.43%,2.62%,-1.65%,91.24%,0.84%,2.54%,3.40,1.16,-2.56%,-3.08%,-3.12%,6.95,5.09,0.02,0.04,38.70%,-4.00%,-5.70%,0.03%,0.06%,0.02%,0.20%,0.08%,0.26%,0.45%,-0.07%,-0.12%,-1.25%,3.63%,3.38%,-24.85%,-16.09%,-26.30%,-27.76%,1.52,0.89,3.22%,3.06%,2.33%,1.74%,-15.41%,-5.87%,12.13%,-30.15%,12.13%,-58.60%,3990.58%,52.79,7/31/2024 4:30:00 PM,7/2/1962,Yes,Yes,3259,-1.78%,-0.31%,2.14,341.05,0.98,169823,2494,32.43,26.11,26.03,26.25,25.28,25.57,-2.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,"COIN","Coinbase Global Inc","-","Financial","Financial Data & Stock Exchanges","USA",49632.64,35.94,42.18,,9.23,5.93,5.97,26.29,33.71,33.47,,,0.00%,5.56,0.41,1420.70%,-15.84%,,,147.77%,101.30%,132.55%,5379.70,1482.66,-85.24%,3.66%,195.19,191.41,98.06%,22.96%,-1.46%,42.45%,8.31%,5.79%,1.38,11.07,0.70%,20.99%,11.77%,,,0.51,0.53,85.74%,23.06%,27.56%,0.11%,0.16%,0.18%,0.48%,0.71%,0.67%,0.57%,1.70%,3.90%,3.18%,19.12%,23.68%,-19.81%,-8.72%,172.02%,14.85%,3.36,11.07,5.96%,5.45%,15.36%,11.53%,-1.05%,-5.75%,36.70%,-29.54%,183.65%,-53.50%,533.11%,64.68,10/30/2024 4:30:00 PM,4/14/2021,Yes,Yes,3416,2.08%,-0.34%,2.32,8000.40,2.95,11997495,121103,246.09,196.35,195.68,204.88,188.31,199.74,1.73%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,"COKE","Coca-Cola Consolidated Inc","-","Consumer Defensive","Beverages - Non-Alcoholic","USA",11412.00,26.71,,,1.70,9.55,6.01,22.02,136.43,216.67,1.99,0.15%,5.10%,48.77,,,,,,7.59%,3.28%,28.39%,6730.95,506.48,,,8.37,5.21,62.25%,40.55%,-14.42%,45.45%,2.92%,1.79%,1.92,0.09,10.50%,39.34%,16.46%,1.97,1.75,1.57,2.06,39.57%,12.94%,7.52%,0.21%,-0.01%,-0.09%,-0.17%,0.03%,-0.10%,0.58%,0.60%,0.62%,0.06%,1.89%,1.75%,22.01%,60.26%,113.51%,42.94%,0.82,25.03,1.41%,1.76%,1.25%,0.70%,27.67%,-5.38%,11.35%,-5.38%,113.63%,-5.38%,8800.09%,54.25,7/31/2024 4:30:00 PM,3/17/1980,No,Yes,17000,0.09%,-0.00%,3.00,48.40,0.44,10865,1714,144.00,1301.58,1301.57,1302.50,1292.25,1302.74,0.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,"COLB","Columbia Banking System, Inc.","-","Financial","Banks - Regional","USA",5862.99,12.34,10.62,4.80,1.96,1.18,,7.62,23.76,,1.44,5.15%,77.52%,2.27,0.62,-0.00%,3.76%,-5.50%,2.57%,45.00%,4.10%,-10.13%,2987.44,473.60,18.14%,1.23%,208.58,207.71,99.58%,0.85%,0.00%,92.07%,1.29%,2.45%,2.65,5.08,0.90%,9.66%,5.03%,0.04,,0.89,0.93,,20.00%,15.85%,-0.15%,-0.08%,-0.04%,0.10%,0.03%,0.24%,0.80%,0.80%,1.48%,2.82%,9.54%,13.27%,18.09%,61.32%,42.72%,4.90%,0.62,0.68,2.39%,2.45%,7.75%,12.82%,30.47%,2.35%,26.30%,-0.45%,63.91%,-44.77%,766.74%,74.48,10/24/2024 8:30:00 AM,6/16/1992,Yes,Yes,5114,2.56%,0.48%,2.58,1920.52,0.57,552793,6459,28.50,27.16,27.29,28.05,27.10,27.99,3.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,"COLD","Americold Realty Trust Inc","-","Real Estate","REIT - Industrial","USA",7686.53,,55.03,,2.88,2.23,173.90,15.95,12.14,0.16,0.88,3.25%,,-0.99,0.10,100.97%,4071.52%,,15.80%,11.67%,1.75%,39.53%,2673.16,-282.48,-574.23%,1.10%,283.70,283.52,99.94%,0.22%,0.00%,102.80%,1.00%,2.53%,3.86,7.16,-3.54%,-8.09%,-4.01%,,,1.04,1.04,17.20%,7.79%,-10.57%,0.11%,0.15%,0.17%,0.13%,0.15%,0.20%,0.48%,0.30%,0.03%,0.46%,0.71%,-5.52%,-4.82%,16.19%,-0.48%,-10.64%,0.60,0.52,1.77%,1.92%,-2.68%,-5.03%,0.80%,-9.44%,2.31%,-12.52%,23.69%,-32.61%,72.50%,37.61,11/7/2024 8:30:00 AM,1/19/2018,Yes,Yes,14706,0.74%,0.26%,1.67,1854.52,0.56,531495,2972,31.69,26.78,26.85,27.07,26.85,27.05,1.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,"COLL","Collegium Pharmaceutical Inc","RUT","Healthcare","Drug Manufacturers - Specialty & Generic","USA",1254.58,15.10,5.67,27.45,2.18,5.81,4.62,4.55,6.70,8.43,,,0.00%,2.58,1.62,15.50%,8.65%,,0.55%,17.87%,7.18%,52.35%,576.65,99.89,9.08%,0.93%,31.87,31.21,97.93%,3.11%,-17.43%,124.89%,0.75%,19.02%,13.68,5.94,8.81%,47.87%,16.88%,1.11,1.04,1.73,2.58,61.94%,35.32%,17.32%,-0.01%,-0.01%,-0.03%,0.08%,-0.10%,-0.06%,0.10%,0.19%,1.71%,2.61%,2.45%,4.96%,21.95%,10.03%,77.85%,26.54%,0.93,1.50,4.26%,4.05%,0.79%,4.28%,10.35%,-7.89%,15.65%,-7.89%,85.92%,-7.89%,428.49%,53.77,8/8/2024 4:30:00 PM,5/7/2015,Yes,Yes,197,2.66%,-0.16%,1.80,433.81,0.28,62094,1472,43.25,38.00,37.94,39.08,37.74,38.95,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,"COLM","Columbia Sportswear Co.","-","Consumer Cyclical","Apparel Manufacturing","USA",4827.45,21.98,19.04,3.15,1.43,2.66,6.79,7.14,31.05,12.15,1.23,1.49%,29.32%,3.75,1.38,-6.20%,12.88%,1.44%,6.98%,5.45%,-8.15%,-246.97%,3386.43,227.41,40.93%,0.15%,60.00,32.25,53.75%,44.93%,-0.03%,53.09%,-5.93%,9.19%,7.48,2.97,8.19%,12.30%,10.51%,3.39,1.88,0.19,0.23,49.73%,8.14%,6.72%,0.09%,0.09%,0.09%,0.15%,0.09%,-0.02%,-0.15%,-0.20%,0.23%,3.61%,2.09%,-1.04%,2.50%,9.95%,14.88%,3.66%,0.92,1.69,1.30%,1.89%,1.18%,1.31%,2.75%,-2.73%,8.78%,-5.48%,24.91%,-28.29%,2544.04%,54.38,7/25/2024 4:30:00 PM,3/27/1998,Yes,Yes,10070,3.23%,-0.08%,2.73,396.25,0.42,84054,2576,80.12,79.93,79.87,82.83,79.87,82.45,3.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,"COM","Direxion Auspice Broad Commodity Strategy ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.13,3.93%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,-0.03%,-0.03%,-0.02%,-0.02%,-0.03%,0.04%,0.09%,0.14%,0.28%,0.52%,-0.20%,-1.16%,-2.34%,-2.31%,3.61%,0.13,0.11,0.26%,0.28%,0.03%,0.36%,0.40%,-0.76%,2.31%,-5.23%,4.54%,-19.97%,36.78%,52.92,,3/30/2017,Yes,Yes,,0.28%,0.00%,,53.66,2.16,58803,103,,28.73,28.73,28.82,28.73,28.81,0.28%,,,"Commodities & Metals - Diversified Commodities","Commodities & Metals","Global Commodities & Metals",,,"Passive",0.70%,6,264324289,28.73,0.00,-7257148.21,-2.67,-11585680.01,-4.20,-2383958.55,-0.89,-19094806.43,-6.74,2.43,4.21,9.61,,5.72,"commodity futures quantitative"
1779,"COMB","GraniteShares Bloomberg Commodity Broad Strategy No K-1 ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.13,5.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02%,0.02%,0.02%,0.05%,0.05%,0.05%,0.18%,0.15%,0.15%,0.17%,-1.61%,2.22%,0.49%,-1.70%,-7.25%,3.96%,0.43,0.22,0.67%,0.66%,-1.38%,1.62%,1.12%,-3.72%,7.10%,-8.51%,7.10%,-43.35%,17.86%,47.49,,5/25/2017,Yes,Yes,,0.17%,-1.25%,,26.07,0.69,9126,57,,20.42,20.17,20.19,20.12,20.20,-1.08%,,,"Commodities & Metals - Diversified Commodities","Commodities & Metals","Global Commodities & Metals",,,"Active",0.25%,27,86623601,20.38,-0.01,3117754.45,3.73,-6489412.87,-6.97,-7379032.68,-7.85,-17061892.82,-16.46,1.23,2.13,7.11,,4.08,"commodity futures fixed-income"
1780,"COMM","CommScope Holding Company Inc","RUT","Technology","Communication Equipment","USA",1231.38,,5.20,,0.23,,3.56,28.70,-15.38,1.60,,,,-8.17,0.30,45.98%,17.47%,,24.93%,10.02%,-27.71%,123.82%,5340.70,-1732.10,525.00%,12.91%,212.11,207.59,97.87%,3.83%,0.00%,78.57%,-1.87%,3.28%,1.25,6.82,-13.56%,,-29.00%,1.04,0.62,,,30.72%,7.31%,-32.43%,0.44%,-0.04%,-0.07%,-0.07%,-0.21%,0.01%,0.79%,0.53%,1.60%,1.50%,-5.39%,-0.09%,233.61%,473.81%,141.73%,102.30%,2.11,0.42,7.47%,7.13%,-5.95%,17.49%,136.06%,-15.48%,195.59%,-15.48%,563.35%,-86.66%,563.35%,51.93,8/8/2024 8:30:00 AM,10/25/2013,Yes,Yes,20000,0.44%,1.25%,3.33,5464.49,0.67,1860362,6322,2.40,5.61,5.68,5.98,5.58,5.70,1.69%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,"COMP","Compass Inc","RUT","Real Estate","Real Estate Services","USA",3155.11,,518.09,,0.61,7.57,16.98,180.29,0.79,0.35,,,,-0.49,-0.03,47.48%,103.20%,-3.93%,,54.62%,13.83%,139.15%,5188.50,-235.30,76.21%,3.34%,465.63,422.58,90.75%,19.44%,-21.49%,50.52%,10.69%,4.34%,3.57,18.35,-17.83%,-55.63%,-29.57%,0.83,0.83,1.00,1.32,10.02%,-3.16%,-4.54%,-0.36%,-0.33%,-0.33%,-0.37%,-0.26%,-0.17%,0.18%,-0.66%,0.43%,0.92%,4.79%,-6.16%,29.91%,74.35%,174.66%,59.97%,2.93,0.28,3.80%,4.60%,-1.05%,8.92%,44.89%,-11.28%,56.23%,-11.28%,231.40%,-72.79%,231.40%,54.21,10/30/2024 4:30:00 PM,4/1/2021,Yes,Yes,2549,0.92%,0.34%,2.25,5132.83,0.40,1047898,3772,5.17,5.94,5.96,6.12,5.97,6.01,1.26%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,"COMT","iShares GSCI Commodity Dynamic Roll Strategy ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.30,4.97%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04%,0.04%,0.04%,0.05%,0.17%,0.29%,0.45%,0.42%,0.46%,-0.11%,-2.68%,2.67%,-3.78%,-5.76%,-9.41%,4.47%,0.49,0.46,1.23%,1.24%,-1.05%,0.56%,-1.01%,-5.28%,7.14%,-11.10%,8.49%,-48.95%,23.25%,47.33,,10/16/2014,Yes,Yes,,0.08%,-2.39%,,194.43,0.44,43492,302,,26.81,26.17,26.19,26.02,26.19,-2.31%,,,"Commodities & Metals - Diversified Commodities","Commodities & Metals","Global Commodities & Metals",,,"Passive",0.48%,148,929879565,26.80,-0.02,-51167861.10,-5.22,-46190696.10,-4.73,256920428.00,38.18,183855643.80,24.64,0.13,5.28,7.49,,0.66,"commodity futures options"
1783,"CON","Concentra Group Holdings Parent Inc.","RUT","Healthcare","Medical Care Facilities","USA",2654.72,,,,,2.13,52.39,,9.85,0.40,,,,,0.36,,,,-4.15%,3.08%,,,,,0.06%,-0.37%,126.59,22.50,17.77%,82.23%,0.00%,0.03%,,10.70%,3.99,2.41,,,,1.21,1.21,0.63,0.69,,,,0.01%,0.05%,0.06%,0.10%,0.18%,0.15%,0.24%,0.10%,-0.85%,0.34%,6.02%,-10.19%,,,,-6.71%,,0.79,3.77%,3.77%,-2.92%,-7.15%,-7.24%,-15.46%,11.02%,-15.46%,11.02%,-15.46%,11.02%,42.66,10/31/2024 4:30:00 PM,7/25/2024,Yes,Yes,11320,0.44%,-0.33%,1.25,603.24,0.11,34972,694,28.88,20.95,20.88,21.15,20.76,20.97,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,"CONI","GraniteShares 1x Short COIN Daily ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.54%,-0.54%,-0.44%,-1.21%,-16.86%,-21.31%,,,,-21.09%,,1.18,3.51%,3.57%,-14.81%,-17.62%,-17.62%,-28.45%,-1.02%,-28.45%,-1.02%,-28.45%,-1.02%,31.91,,9/4/2024,Yes,Yes,,-1.50%,0.48%,,6.86,2.54,8841,78,,20.63,20.73,21.20,19.77,20.42,-1.02%,,,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities","Financials","US","Active",1.50%,4,206067,20.60,-0.01,-583913.75,-73.91,-583913.75,-73.91,-583913.75,-73.91,-583913.75,-73.91,,,,,-87.36,
1785,"CONL","GraniteShares 2x Long COIN Daily ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.11,0.36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23%,0.35%,0.18%,0.45%,1.23%,1.37%,1.10%,3.51%,7.85%,6.39%,39.33%,45.15%,-45.85%,-39.91%,207.58%,-10.92%,5.35,3.07,11.80%,11.04%,28.93%,15.51%,-27.70%,-18.57%,75.38%,-65.39%,230.80%,-65.39%,695.66%,62.49,,8/9/2022,Yes,Yes,,4.62%,-1.03%,,4219.51,5.79,12405573,58445,,29.20,28.90,31.73,26.83,30.24,3.54%,,,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities","Financials","US","Active",1.15%,15,641808850,29.20,0.04,110267961.34,20.74,212638688.53,49.55,659062945.50,,672267967.44,,188.11,,,,16.25,"U.S. single-asset COIN leverage"
1786,"CONY","YieldMax COIN Option Income Strategy ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,20.57,142.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10%,0.14%,0.07%,0.16%,0.56%,0.49%,0.42%,1.40%,3.08%,2.78%,13.25%,16.83%,-27.58%,-38.18%,-21.39%,-50.02%,2.51,0.65,4.03%,3.97%,10.51%,3.28%,-29.65%,-14.25%,28.47%,-52.15%,28.47%,-52.15%,28.47%,60.80,,8/15/2023,Yes,Yes,,1.83%,0.00%,,1573.74,3.33,2661533,12458,,14.18,14.18,14.71,13.77,14.44,1.83%,,,"US Equities - Industry Sector","Equities (Stocks)","US Equities","Financials","US","Active",1.01%,11,720637115,14.12,0.02,63663535.00,9.69,222741205.00,44.74,837414695.00,,982007870.00,,81.17,,,,68.33,"U.S. single-asset options COIN covered-call"
1787,"COO","Cooper Companies, Inc.","S&P 500","Healthcare","Medical Instruments & Supplies","USA",21608.86,60.45,26.58,4.86,5.68,2.73,196.80,114.21,39.80,0.55,0.02,0.02%,1.02%,1.79,1.00,14.13%,11.69%,15.98%,12.43%,7.68%,7.80%,22.11%,3804.10,359.30,5.38%,0.55%,199.16,198.15,99.49%,0.51%,-20.15%,98.73%,1.48%,0.85%,1.54,1.68,3.02%,4.65%,3.42%,1.99,1.18,0.33,0.33,61.17%,16.90%,9.45%,-0.00%,0.00%,-0.03%,0.00%,-0.10%,-0.03%,-0.19%,-0.30%,-0.62%,0.66%,2.74%,-2.45%,19.28%,19.85%,33.32%,14.68%,0.98,1.83,1.10%,1.62%,0.18%,5.23%,12.54%,-3.45%,20.82%,-3.45%,42.89%,-6.38%,115633.33%,59.03,8/28/2024 4:30:00 PM,1/21/1983,Yes,Yes,15000,0.97%,-0.20%,1.95,1092.06,0.49,272376,3933,115.14,107.68,107.46,109.37,107.46,108.50,0.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,
