"No.","Ticker","Company","Index","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Short Float","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
2944,"FBCG","Fidelity Blue Chip Growth ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.01,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04%,0.01%,-0.05%,0.01%,0.16%,0.18%,0.11%,0.24%,0.53%,0.89%,6.49%,-1.63%,4.16%,12.94%,38.62%,24.30%,1.31,1.06,1.90%,2.49%,3.48%,-0.34%,12.00%,-6.51%,15.33%,-6.51%,50.33%,-6.51%,110.82%,55.96,,6/4/2020,No,Yes,,0.67%,1.68%,,565.63,1.24,335558,1017,,40.45,41.13,41.40,40.85,41.40,2.36%,,,"US Equities - Factor & Thematic","Equities (Stocks)","US Equities",,"US","Active",0.59%,121,1924546043,40.43,0.02,3153446.38,0.16,347221792.10,22.01,664335729.12,52.72,830786080.80,75.96,33.80,6.84,,,,"U.S. equity growth blue-chip mid-large-cap"
2945,"FBCV","Fidelity Blue Chip Value ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.53,1.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,-0.10%,0.00%,0.19%,0.34%,2.28%,0.44%,1.48%,8.04%,11.01%,7.75%,0.74,0.35,0.89%,1.01%,1.77%,3.25%,5.98%,-1.13%,6.22%,-1.13%,19.63%,-1.13%,69.80%,61.34,,6/4/2020,No,No,,0.53%,0.55%,,14.80,0.49,3453,66,,31.10,31.27,31.49,31.38,31.44,1.08%,,,"US Equities - Factor & Thematic","Equities (Stocks)","US Equities",,"US","Active",0.59%,81,122056113,31.10,0.01,-1521604.25,-1.23,-6838963.25,-5.31,-6016293.35,-4.70,-14169348.30,-10.40,10.43,4.69,,,,"U.S. equity value blue-chip mid-large-cap"
2946,"FBIN","Fortune Brands Innovations Inc","-","Industrials","Building Products & Equipment","USA",9602.39,21.91,16.27,2.43,2.01,4.14,27.04,19.41,18.67,2.86,0.99,1.28%,29.04%,3.53,1.14,9.65%,10.91%,3.55%,9.00%,-2.82%,6.56%,32.92%,4772.10,448.10,3.50%,-3.13%,126.29,123.31,97.64%,0.64%,-2.64%,92.54%,0.75%,2.80%,2.34,3.45,6.62%,19.88%,9.21%,1.34,0.71,1.09,1.30,41.68%,15.44%,9.39%,0.10%,0.10%,0.05%,0.22%,0.27%,0.38%,0.43%,0.34%,1.80%,1.47%,5.90%,4.65%,2.89%,-2.73%,9.05%,1.62%,1.51,2.54,2.39%,3.39%,3.68%,10.67%,5.18%,-6.24%,23.71%,-8.89%,43.01%,-20.59%,723.03%,58.96,7/25/2024 4:30:00 PM,9/16/2011,Yes,Yes,11700,0.12%,2.63%,2.42,1474.50,0.75,531828,5231,85.80,75.30,77.28,77.32,75.83,77.37,2.75%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,"FBIO","Fortress Biotech Inc","-","Healthcare","Biotechnology","USA",38.57,,,,0.47,2.39,0.51,,0.79,3.73,,,,-16.62,-1.13,46.83%,41.30%,22.28%,25.50%,26.66%,-14.32%,79.94%,82.62,-49.41,40.33%,0.99%,20.41,15.19,74.42%,25.59%,0.68%,17.56%,-11.51%,10.46%,6.54,1.59,-24.93%,-223.65%,-49.01%,1.37,1.24,4.64,4.95,66.89%,-115.12%,-59.80%,0.00%,0.00%,1.07%,0.53%,1.07%,0.44%,0.53%,0.00%,1.61%,3.85%,1.07%,-6.44%,8.62%,0.53%,-75.47%,-37.21%,1.82,0.17,8.29%,9.31%,-8.49%,-1.63%,-6.46%,-34.60%,18.12%,-75.47%,52.42%,-99.01%,52.42%,47.56,8/13/2024 4:30:00 PM,11/17/2011,Yes,Yes,186,5.59%,-1.10%,1.00,242.84,2.15,250474,458,11.50,1.81,1.79,1.93,1.77,1.89,4.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2948,"FBIZ","First Business Financial Services Inc","RUT","Financial","Banks - Regional","USA",347.35,9.08,8.01,1.13,1.39,1.19,,6.87,35.35,,1.00,2.39%,21.01%,4.62,1.20,8.91%,10.94%,18.43%,8.00%,16.91%,19.80%,25.78%,249.10,37.45,12.64%,2.26%,8.31,7.25,87.24%,12.64%,-0.57%,57.85%,-1.68%,0.41%,1.82,0.03,1.11%,13.27%,6.89%,0.07,,0.78,1.10,,19.05%,15.03%,-0.01%,0.36%,0.36%,0.36%,0.34%,0.87%,1.23%,1.28%,2.87%,1.31%,2.07%,0.41%,21.70%,19.10%,27.86%,4.49%,0.84,1.28,2.02%,3.16%,-1.25%,9.43%,16.27%,-11.29%,26.59%,-11.29%,47.77%,-11.29%,1017.36%,55.63,7/25/2024 4:30:00 PM,10/7/2005,Yes,Yes,343,1.04%,1.92%,1.20,16.38,0.43,3349,79,52.40,40.69,41.47,41.77,41.01,41.90,2.97%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2949,"FBK","FB Financial Corp","RUT","Financial","Banks - Regional","USA",2077.98,17.94,13.34,,2.72,1.38,,13.00,32.17,,0.65,1.46%,23.37%,2.48,0.80,8.42%,2.37%,0.15%,,15.47%,4.42%,13.18%,762.86,116.47,11.21%,4.05%,46.85,34.84,74.36%,25.31%,0.04%,66.91%,-10.07%,1.20%,2.39,0.42,0.92%,8.07%,6.32%,0.09,,0.23,0.28,,19.15%,15.27%,0.00%,-0.03%,0.04%,0.03%,0.12%,0.07%,0.21%,-0.06%,0.89%,1.85%,2.59%,-3.12%,13.80%,24.66%,36.54%,11.80%,1.14,1.47,2.18%,3.47%,-0.73%,8.99%,18.76%,-7.76%,29.14%,-7.76%,62.46%,-10.21%,209.83%,56.88,7/15/2024 4:30:00 PM,9/16/2016,Yes,Yes,1591,1.85%,1.73%,2.43,174.43,0.34,28193,771,47.83,43.00,43.74,44.67,44.08,44.55,3.61%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2950,"FBL","GraniteShares 2x Long META Daily ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,8.00,27.26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08%,-0.09%,-0.13%,-0.09%,0.55%,0.42%,0.54%,0.11%,0.62%,3.79%,11.47%,32.92%,18.30%,15.21%,51.69%,89.22%,1.92,1.81,4.66%,6.95%,20.61%,13.65%,23.57%,-4.57%,46.08%,-6.16%,101.17%,-6.16%,490.70%,64.16,,12/13/2022,Yes,Yes,,2.59%,2.03%,,892.00,0.81,344098,1500,,28.05,28.62,29.45,28.11,29.36,4.68%,,,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities","Communication Services","US","Active",1.15%,7,113511648,28.10,0.05,-20430700.24,-15.25,-14641956.48,-11.43,38765375.58,51.86,40626335.89,55.74,114.53,,,,,"U.S. single-asset META leverage"
2951,"FBLG","FibroBiologics Inc","RUT","Healthcare","Biotechnology","USA",52.04,,,,,,8.72,,-0.07,0.17,,,,-0.64,0.03,,,,,0.00%,,117.98%,0.00,-19.47,,,28.23,26.24,92.95%,25.36%,0.21%,11.57%,,2.40%,2.30,0.63,,,,0.64,0.64,,,,0.00%,,0.68%,0.00%,0.00%,0.00%,-1.33%,-3.15%,-2.63%,-3.90%,-9.76%,-13.70%,-34.51%,-72.54%,-87.12%,-90.30%,,-94.91%,,0.62,30.90%,16.99%,-63.03%,-71.40%,-83.65%,-87.40%,-11.38%,-97.31%,-11.38%,-97.31%,-11.38%,20.44,05/29/2024,1/31/2024,No,Yes,10,-17.32%,4.07%,,273.10,1.36,177391,455,11.00,1.72,1.79,1.79,1.47,1.48,-13.95%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952,"FBMS","First Bancshares Inc Miss","RUT","Financial","Banks - Regional","USA",996.53,13.34,11.87,,2.50,1.03,,9.71,31.14,,1.00,3.13%,37.65%,2.39,0.62,-17.65%,6.75%,8.08%,,27.82%,5.64%,-17.39%,399.03,75.73,9.72%,3.88%,31.09,28.22,90.77%,9.56%,0.00%,69.66%,5.03%,1.09%,1.21,0.31,0.96%,8.09%,6.86%,0.12,,0.14,0.32,,23.41%,18.98%,0.00%,0.10%,0.06%,0.06%,0.16%,0.16%,0.22%,0.46%,1.24%,0.46%,0.60%,8.05%,23.80%,33.03%,6.50%,8.90%,0.93,1.04,2.48%,3.35%,2.81%,15.73%,21.81%,-7.14%,35.34%,-7.14%,39.11%,-26.63%,528.27%,64.28,7/24/2024 4:30:00 PM,1/2/2003,Yes,Yes,1078,0.50%,2.42%,1.50,253.60,3.27,397331,3271,35.31,31.03,31.78,32.01,31.53,31.94,2.93%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2953,"FBNC","First Bancorp","RUT","Financial","Banks - Regional","USA",1670.60,14.69,14.13,1.81,2.97,1.19,,12.77,34.10,,0.88,2.17%,34.79%,2.75,0.70,7.31%,5.52%,-3.39%,8.10%,14.18%,5.93%,-2.67%,562.98,112.78,17.65%,2.10%,41.11,39.77,96.74%,3.65%,-3.46%,64.07%,1.09%,2.50%,5.27,0.99,0.94%,8.35%,7.47%,0.07,,0.08,0.08,,25.27%,20.03%,0.00%,0.00%,0.07%,0.02%,-0.02%,0.22%,0.30%,0.04%,1.50%,0.65%,1.35%,4.20%,27.22%,17.54%,31.87%,9.35%,1.05,1.62,3.05%,4.49%,1.44%,15.16%,19.25%,-10.88%,37.05%,-10.88%,55.65%,-20.52%,2007.60%,60.00,7/24/2024 4:30:00 PM,4/30/1987,Yes,Yes,1445,1.20%,2.22%,2.00,188.49,0.31,27552,652,45.00,39.12,39.99,40.62,39.79,40.47,3.45%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2954,"FBND","Fidelity Total Bond ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,2.09,4.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,-0.01%,-0.02%,-0.04%,-0.03%,-0.03%,0.02%,0.08%,-0.02%,0.11%,0.67%,1.14%,2.37%,2.55%,3.84%,0.43%,0.23,0.24,0.36%,0.46%,0.82%,1.62%,2.60%,-1.01%,3.57%,-1.01%,8.93%,-14.95%,8.93%,59.75,,10/9/2014,Yes,Yes,,0.13%,-0.56%,,1199.03,0.75,428366,1484,,46.44,46.18,46.26,46.15,46.24,-0.43%,,,"Bonds - Broad Market","Bonds","US Bonds",,"US","Active",0.36%,3920,11225790489,46.36,-0.00,703777527.55,6.69,1632861445.10,17.02,4331691641.55,62.83,6344106473.10,129.96,9.12,-1.14,1.24,,2.34,"U.S. fixed-income bonds high-yield investment-grade"
2955,"FBOT","Fidelity Disruptive Automation ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.11,0.43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06%,0.06%,0.06%,0.06%,0.18%,0.18%,0.25%,0.37%,0.61%,1.45%,3.75%,-4.29%,-3.93%,2.71%,10.91%,1.61%,1.33,0.56,1.28%,1.90%,1.73%,-1.72%,1.52%,-7.41%,13.82%,-7.41%,23.38%,-7.41%,23.38%,52.14,,6/12/2023,Yes,Yes,,1.53%,0.56%,,12.26,1.82,10689,95,,25.04,25.18,25.57,25.18,25.57,2.10%,,,"Global or ExUS Equities - Factor & Thematic","Equities (Stocks)","Global Equities","Robotics & Automation",,"Active",0.50%,48,95817431,25.18,0.02,-2452241.40,-2.50,-5068002.80,-5.02,-10040677.00,-9.49,-19045761.40,-16.58,7.90,,,,-1.09,"Global equity technology automation disruptive innovation"
2956,"FBP","First Bancorp PR","RUT","Financial","Banks - Regional","USA",3344.64,11.19,10.71,5.60,2.78,2.24,,9.03,9.10,,0.64,3.14%,32.76%,1.82,0.41,1.08%,10.29%,13.24%,2.00%,10.84%,7.76%,16.24%,1203.44,310.81,12.86%,-0.78%,169.30,159.89,94.44%,2.43%,-7.61%,96.41%,-3.30%,1.38%,2.11,2.21,1.63%,21.51%,15.75%,0.08,,0.32,0.44,,32.27%,25.83%,0.00%,-0.04%,-0.03%,0.06%,-0.07%,-0.10%,0.11%,0.00%,0.96%,0.44%,3.92%,-2.30%,11.90%,23.03%,39.89%,24.07%,1.11,0.58,2.31%,2.87%,-1.12%,6.92%,19.12%,-7.73%,21.63%,-7.73%,60.52%,-95.84%,890.79%,55.69,7/23/2024 8:30:00 AM,1/13/1987,Yes,Yes,3168,0.94%,2.12%,1.60,1048.31,0.49,246258,1579,23.60,19.80,20.22,20.45,20.20,20.41,3.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2957,"FBRT","Franklin BSP Realty Trust Inc.","RUT","Real Estate","REIT - Mortgage","USA",1035.97,15.45,7.48,,1.90,0.83,9.80,7.74,15.18,1.29,1.42,11.22%,99.85%,0.82,0.40,-19.01%,8.84%,-0.25%,,32.80%,-16.68%,-129.16%,545.74,67.49,-22.50%,-12.34%,82.75,81.23,98.16%,0.73%,0.00%,63.04%,0.60%,2.82%,6.77,2.29,1.54%,5.78%,1.22%,,,2.43,2.82,93.35%,77.60%,12.37%,0.00%,0.00%,0.08%,0.08%,0.08%,0.00%,0.32%,0.32%,1.12%,-0.24%,1.28%,-6.98%,-3.87%,2.51%,-6.15%,-6.29%,1.52,0.32,1.86%,2.67%,-3.53%,-2.02%,-2.77%,-10.31%,5.06%,-13.64%,5.59%,-88.73%,147.02%,45.44,7/31/2024 4:30:00 PM,10/19/2021,Yes,Yes,,0.56%,0.88%,1.00,338.12,0.37,59533,467,15.10,12.48,12.59,12.69,12.48,12.66,1.44%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2958,"FBRX","Forte Biosciences Inc","-","Healthcare","Biotechnology","USA",14.52,,,,,0.85,0.59,,0.47,0.67,,,,-0.86,-0.15,43.00%,8.77%,51.36%,,-20.00%,,35.84%,0.00,-35.76,-71.43%,,36.34,32.49,89.41%,11.01%,0.00%,55.67%,44.05%,0.03%,0.43,0.01,-124.89%,-170.91%,-210.82%,2.82,2.82,0.00,0.00,,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,-0.53%,-0.28%,0.03%,-0.55%,-0.45%,-7.12%,-31.41%,-37.84%,-42.35%,-51.49%,-51.59%,0.06,0.04,13.91%,7.68%,-22.67%,-25.31%,-36.07%,-38.80%,4.68%,-56.52%,4.68%,-99.85%,4.68%,31.46,8/14/2024 4:30:00 PM,4/13/2017,Yes,Yes,9,2.00%,0.00%,1.00,21.21,3.40,34550,67,3.44,0.39,0.39,0.40,0.40,0.40,2.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2959,"FBT","First Trust NYSE Arca Biotechnology Index Fund","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,-0.04%,-0.08%,-0.02%,-0.06%,-0.22%,0.34%,0.30%,1.61%,3.36%,9.56%,13.72%,9.53%,6.24%,0.66,2.69,1.18%,1.47%,2.30%,6.00%,11.00%,-1.02%,12.69%,-1.02%,28.91%,-9.96%,987.60%,62.74,,6/23/2006,Yes,Yes,,0.30%,1.14%,,25.09,0.37,4403,79,,165.53,167.42,168.38,167.20,167.93,1.45%,,,"US Equities - Industry Sector","Equities (Stocks)","US Equities","Healthcare","US","Passive",0.56%,31,1159130331,165.59,0.01,-24159500.00,-2.04,-69917000.00,-5.69,-175505363.20,-13.15,-299563863.20,-20.54,7.86,-0.63,4.46,7.21,12.45,"U.S. equity biotechnology"
2960,"FBTC","Fidelity Wise Origin Bitcoin Fund Beneficial Interest","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09%,0.07%,0.10%,-0.04%,0.15%,0.33%,0.08%,0.13%,0.76%,0.95%,0.58%,-7.48%,-9.58%,15.42%,,27.96%,,2.63,4.38%,4.17%,-4.41%,-5.22%,-1.61%,-16.81%,20.70%,-18.80%,54.90%,-18.80%,54.90%,47.04,,1/11/2024,No,Yes,,1.14%,0.39%,,5762.43,0.58,1590054,7149,,51.52,51.72,52.35,51.62,52.31,1.53%,,,"Other Asset Types - Multi-Asset / Other","CryptoCurrency","Global Cryptocurrency",,,"Passive",,2,10436101553,51.56,0.01,6750862.35,0.06,1591790892.17,18.00,9560817909.75,1092.31,9560817909.75,1092.31,,,,,47.83,"Global crypto-spot crypto bitcoin"
2961,"FBUF","Fidelity Dynamic Buffered Equity ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.04,0.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,-1.92%,-1.92%,1.86%,-1.20%,2.22%,,,2.59%,,0.23,0.35%,0.70%,0.73%,0.26%,1.53%,-2.26%,6.32%,-2.26%,6.32%,-2.26%,6.32%,55.12,,4/11/2024,No,Yes,,0.03%,0.34%,,3.04,1.57,2280,12,,25.47,25.55,25.56,25.56,25.56,0.37%,,,"US Equities - Quant Strat","Equities (Stocks)","US Equities",,"US","Passive",0.48%,190,7636932,25.46,0.00,1265360.10,19.86,1889588.95,32.88,2507647.12,48.89,2507647.12,48.89,,,,,7.10,"U.S. equity buffer long-short"
2962,"FBY","YieldMax META Option Income Strategy ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,9.41,49.63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,-0.08%,-0.08%,-0.02%,-0.13%,0.13%,0.03%,-0.03%,0.03%,-0.24%,3.35%,10.78%,-3.73%,-16.02%,-3.02%,-12.97%,0.85,0.52,1.16%,2.62%,5.27%,1.29%,-8.43%,-4.27%,14.53%,-22.60%,14.53%,-22.60%,14.53%,56.36,,7/28/2023,Yes,Yes,,-0.24%,1.01%,,106.01,0.60,30641,310,,18.81,19.00,18.98,18.84,18.95,0.77%,,,"US Equities - Industry Sector","Equities (Stocks)","US Equities","Communication Services","US","Active",0.99%,8,96483762,18.83,0.01,714585.00,0.75,25447122.50,35.82,92420017.50,2274.26,99180385.00,,50.06,,,,41.30,"U.S. single-asset options META covered-call"
2963,"FBYD","Falcon's Beyond Global Inc","-","Industrials","Conglomerates","USA",1342.78,,,,,,808.91,,-0.66,0.01,,,,-0.26,,,,,,,,12360.00%,0.00,-4.85,,,124.91,4.27,3.42%,96.58%,1.47%,0.38%,1.03%,0.49%,2.97,0.02,-3.25%,-3.67%,,0.02,0.02,,,,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.85%,1.85%,3.97%,3.27%,2.87%,-4.02%,10.48%,-10.42%,2.09%,-12.60%,-0.36,0.54,4.14%,4.84%,0.27%,1.00%,-3.71%,-10.64%,21.74%,-75.57%,53.13%,-75.57%,53.13%,52.41,,10/6/2023,No,Yes,,3.27%,-3.07%,,7.01,0.26,858,12,,10.74,10.41,10.75,10.75,10.75,0.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2964,"FBZ","First Trust Brazil AlphaDEX Fund","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.25,2.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.35%,0.35%,0.35%,0.35%,7.44%,3.54%,-1.53%,-2.33%,9.58%,-5.50%,1.29,0.15,1.16%,0.93%,8.09%,7.69%,1.51%,0.35%,14.02%,-6.33%,20.19%,-59.27%,71.49%,70.21,,4/19/2011,Yes,Yes,,0.35%,0.00%,,2.54,0.02,22,2,,11.51,11.51,11.51,11.51,11.55,0.35%,,,"Global or ExUS Equities - Country Specific","Equities (Stocks)","Global Ex. US Equities",,"Brazil","Passive",0.80%,52,6341523,11.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.09,2.06,0.80,1.87,-1.14,"International equity Brazil"
2965,"FC","Franklin Covey Co.","RUT","Consumer Defensive","Education & Training Services","USA",514.83,29.38,18.34,1.96,1.83,7.13,14.08,11.55,5.51,2.79,,,0.00%,1.34,0.83,35.08%,28.06%,,15.00%,6.49%,2.70%,33.75%,281.06,18.26,10.97%,1.70%,13.08,11.09,84.79%,15.11%,0.00%,76.38%,6.83%,5.27%,8.24,0.58,8.32%,24.90%,24.52%,0.88,0.84,0.03,0.11,73.37%,10.33%,6.50%,0.00%,0.00%,0.00%,0.20%,0.00%,-0.30%,-0.13%,-0.83%,0.64%,1.81%,1.08%,-5.95%,1.73%,0.00%,-15.51%,-9.65%,1.26,1.27,2.24%,2.88%,-3.16%,2.34%,0.66%,-11.53%,16.53%,-16.31%,22.18%,-28.10%,5950.77%,48.38,6/26/2024 4:30:00 PM,6/3/1992,Yes,Yes,1160,1.81%,1.63%,1.00,70.90,0.61,20668,329,63.33,38.01,38.63,39.79,38.67,39.33,3.47%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2966,"FCA","First Trust China AlphaDEX Fund","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.01,5.43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.32%,-3.58%,-13.99%,4.89%,-9.73%,0.19%,0.49,0.26,0.24%,0.49%,-0.38%,-5.74%,-2.71%,-12.54%,3.40%,-14.51%,10.34%,-46.65%,14.78%,44.26,,4/21/2011,Yes,Yes,,0.05%,1.06%,,2.07,0.42,414,2,,18.35,18.55,18.56,18.56,18.56,1.12%,,,"Global or ExUS Equities - Country Specific","Equities (Stocks)","Global Ex. US Equities",,"China","Passive",0.80%,53,4642537,18.57,-0.00,0.00,0.00,-2065000.00,-30.79,-2065000.00,-30.79,-3876000.00,-45.50,-1.99,-10.44,0.59,1.49,-0.18,"International China equity"
2967,"FCAL","First Trust California Municipal High Income ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.43,2.85%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.02%,0.12%,-0.24%,0.62%,0.56%,0.91%,0.80%,2.53%,0.26%,0.21,0.24,0.46%,0.43%,0.39%,0.72%,1.38%,-0.81%,1.94%,-3.71%,8.08%,-13.71%,10.41%,57.30,,6/27/2017,No,Yes,,-0.24%,0.08%,,23.36,0.15,1729,6,,50.12,50.16,50.16,50.03,50.04,-0.16%,,,"Bonds - Municipal","Bonds","US Bonds",,"US","Active",0.65%,308,255204100,50.04,0.00,7474000.00,3.02,32216000.00,14.45,77062500.00,43.26,101722500.00,66.28,6.11,-0.71,1.08,,2.56,"U.S. municipal-bonds high-yield"
2968,"FCAP","First Capital Inc.","-","Financial","Banks - Regional","USA",111.69,9.27,,,2.03,1.04,,6.48,32.13,,1.08,3.24%,28.27%,3.60,,,,6.61%,,8.01%,13.48%,3.69%,54.90,12.03,,,3.35,3.20,95.52%,4.43%,1.14%,12.39%,1.43%,0.15%,2.33,0.00,1.04%,12.03%,11.16%,0.24,,0.00,0.31,,25.66%,21.91%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.03%,-0.03%,-0.18%,6.86%,13.32%,16.09%,20.04%,10.21%,19.50%,0.63,0.78,0.27%,1.15%,8.16%,10.20%,18.11%,1.99%,23.03%,-6.48%,45.27%,-59.20%,331.46%,66.31,,1/8/1999,No,Yes,177,-0.18%,3.57%,,2.06,0.01,12,12,,32.25,33.40,33.40,33.40,33.34,3.38%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2969,"FCBC","First Community Bankshares Inc.","RUT","Financial","Banks - Regional","USA",752.91,14.72,15.67,2.94,4.10,1.48,,12.06,27.85,,1.20,2.91%,43.55%,2.80,0.70,-5.92%,-8.04%,4.09%,5.00%,7.27%,5.67%,29.88%,183.61,51.95,19.70%,-0.11%,18.50,15.38,83.14%,15.82%,-0.12%,37.47%,-1.43%,1.08%,4.28,0.17,1.57%,10.31%,10.21%,0.18,,0.00,0.00,,38.76%,28.30%,0.02%,0.00%,0.02%,0.15%,-0.02%,0.39%,0.37%,0.24%,1.55%,1.88%,1.13%,-3.59%,16.58%,27.03%,28.98%,11.08%,0.53,1.43,2.54%,3.38%,-2.36%,7.39%,16.88%,-10.28%,26.29%,-10.28%,46.50%,-10.28%,430.29%,52.85,7/23/2024 4:30:00 PM,5/13/1997,Yes,Yes,645,2.06%,2.31%,3.00,38.89,0.53,9798,258,44.00,39.47,40.38,41.22,40.32,41.21,4.41%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2970,"FCCO","First Community Corp.","-","Financial","Banks - Regional","USA",157.92,14.53,10.47,,1.68,1.16,,9.64,17.84,,0.59,2.84%,36.16%,1.42,0.44,6.37%,19.71%,1.29%,,11.10%,23.84%,-2.37%,93.97,10.91,17.75%,5.26%,7.61,7.01,92.12%,8.16%,0.40%,49.21%,0.07%,0.28%,0.43,0.02,0.60%,8.39%,7.08%,0.09,,0.13,0.94,,14.72%,11.62%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.39%,-1.55%,-0.34%,2.17%,1.47%,19.76%,21.37%,16.52%,-3.99%,0.43,0.73,2.53%,3.67%,-2.83%,10.13%,15.14%,-11.29%,31.24%,-11.29%,34.22%,-21.26%,340.72%,53.48,7/17/2024 8:30:00 AM,3/9/1999,No,Yes,287,-0.34%,1.67%,2.00,46.52,0.03,735,22,23.50,20.40,20.74,20.74,20.74,20.67,1.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,
